adult,genres,id,imdb_id,overview,tagline,title,vote_average,vote_count,release_year,imdb_url
0,Comedy Thriller Crime,8012,tt0113161,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.","The mob is tough, but it’s nothing like show business.",Get Shorty,6.4,305.0,1995,https://www.imdb.com/title/tt0113161/
0,Drama Thriller,1710,tt0112722,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,"One man is copying the most notorious killers in history one at a time. Together, two women must stop him from killing again. Or they're next.",Copycat,6.5,199.0,1995,https://www.imdb.com/title/tt0112722/
0,Action Adventure Crime Thriller,9691,tt0112401,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.","In the shadows of life, In the business of death, One man found a reason to live...",Assassins,6.0,394.0,1995,https://www.imdb.com/title/tt0112401/
0,Drama Fantasy Science Fiction Thriller,12665,tt0114168,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",An extraordinary encounter with another human being.,Powder,6.3,143.0,1995,https://www.imdb.com/title/tt0114168/
0,Drama Romance,451,tt0113627,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",I Love You... The Way You Are.,Leaving Las Vegas,7.1,365.0,1995,https://www.imdb.com/title/tt0113627/
0,Fantasy Science Fiction Adventure,902,tt0112682,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",Where happily ever after is just a dream.,The City of Lost Children,7.6,308.0,1995,https://www.imdb.com/title/tt0112682/
0,Drama Crime,9909,tt0112792,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",She broke the rules... and changed their lives.,Dangerous Minds,6.4,249.0,1995,https://www.imdb.com/title/tt0112792/
0,Science Fiction Thriller Mystery,63,tt0114746,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",The future is history.,Twelve Monkeys,7.4,2470.0,1995,https://www.imdb.com/title/tt0114746/
0,Fantasy Drama Comedy Family,9598,tt0112431,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be.",A little pig goes a long way.,Babe,6.0,756.0,1995,https://www.imdb.com/title/tt0112431/
0,Drama,687,tt0112818,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,,Dead Man Walking,7.3,350.0,1995,https://www.imdb.com/title/tt0112818/
0,Comedy Family Romance,33689,tt0113442,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",Two identical strangers. Two different worlds. One perfect match.,It Takes Two,6.1,149.0,1995,https://www.imdb.com/title/tt0113442/
0,Comedy Drama Romance,9603,tt0112697,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",Sex. Clothes. Popularity. Is there a problem here?,Clueless,6.9,828.0,1995,https://www.imdb.com/title/tt0112697/
0,Fantasy Drama Comedy Thriller,577,tt0114681,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.",All she wanted was a little attention.,To Die For,6.7,177.0,1995,https://www.imdb.com/title/tt0114681/
0,Crime Mystery Thriller,807,tt0114369,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",Seven deadly sins. Seven ways to die.,Se7en,8.1,5915.0,1995,https://www.imdb.com/title/tt0114369/
0,Adventure Animation Drama Family,10530,tt0114148,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.",An American legend comes to life.,Pocahontas,6.7,1509.0,1995,https://www.imdb.com/title/tt0114148/
0,Drama Crime Thriller,629,tt0114814,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",Five Criminals. One Line Up. No Coincidence.,The Usual Suspects,8.1,3334.0,1995,https://www.imdb.com/title/tt0114814/
0,Comedy Romance,11448,tt0113819,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",,Mighty Aphrodite,6.7,145.0,1995,https://www.imdb.com/title/tt0113819/
0,Comedy Drama Romance,11010,tt0110877,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,,The Postman,7.6,181.0,1994,https://www.imdb.com/title/tt0110877/
0,Adventure Family Fantasy,11359,tt0113419,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,,The Indian in the Cupboard,5.9,136.0,1995,https://www.imdb.com/title/tt0113419/
0,Comedy,10607,tt0116126,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?","Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.",Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.2,192.0,1996,https://www.imdb.com/title/tt0116126/
0,Comedy,10634,tt0113118,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",A lot can go down between thursday and saturday...,Friday,7.0,513.0,1995,https://www.imdb.com/title/tt0113118/
0,Horror Action Thriller Crime,755,tt0116367,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",One night is all that stands between them and freedom. But it's going to be a hell of a night.,From Dusk Till Dawn,6.9,1644.0,1996,https://www.imdb.com/title/tt0116367/
0,Horror Science Fiction,9102,tt0114367,"(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",The last scream you hear will be your own.,Screamers,6.1,154.0,1995,https://www.imdb.com/title/tt0114367/
0,Comedy,13997,tt0115697,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",There's one in every family.,Black Sheep,6.0,124.0,1996,https://www.imdb.com/title/tt0115697/
0,Crime Drama Thriller,2086,tt0113972,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",,Nick of Time,6.1,190.0,1995,https://www.imdb.com/title/tt0113972/
0,Action Adventure Drama Thriller,9208,tt0115759,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",Prepare to Go Ballistic.,Broken Arrow,5.7,459.0,1996,https://www.imdb.com/title/tt0115759/
0,Drama,406,tt0113247,"Aimlessly whiling away their days in the concrete environs of their dead-end suburbia, Vinz, Hubert, and Said -- a Jew, African, and an Arab -- give human faces to France's immigrant populations, their bristling resentment at their social marginalization slowly simmering until it reaches a climactic boiling point. La Haine means Hate.",Three Young Friends... One Last Chance.,La Haine,7.9,695.0,1995,https://www.imdb.com/title/tt0113247/
0,Comedy Crime Drama,13685,tt0115734,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.","They're not really criminals, but everyone's got to have a dream.",Bottle Rocket,6.8,285.0,1996,https://www.imdb.com/title/tt0115734/
0,Comedy,9614,tt0116483,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",He doesn't play golf... he destroys it.,Happy Gilmore,6.5,767.0,1996,https://www.imdb.com/title/tt0116483/
0,Drama Romance,688,tt0112579,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,The Bridges of Madison County,7.3,397.0,1995,https://www.imdb.com/title/tt0112579/
0,Action Drama History War,197,tt0112573,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",Every man dies. Not every man truly lives.,Braveheart,7.7,3404.0,1995,https://www.imdb.com/title/tt0112573/
0,Crime Drama,103,tt0075314,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.","On every street in every city, there's a nobody who dreams of being a somebody.",Taxi Driver,8.1,2632.0,1976,https://www.imdb.com/title/tt0075314/
0,Crime Action Comedy Thriller,33542,tt0113326,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",No Fear. No Stuntman. No Equal.,Rumble in the Bronx,6.5,245.0,1995,https://www.imdb.com/title/tt0113326/
0,Drama Comedy Romance,11104,tt0109424,"Every day, Cop 223 buys a can of pineapple with an expiration date of May 1, symbolizing the day he'll get over his lost love. He's also got his eye on a mysterious woman in a blond wig, oblivious of the fact she's a drug dealer. Cop 663 is distraught with heartbreak over a breakup. But when his ex drops a spare set of his keys at a local cafe, a waitress lets herself into his apartment and spruces up his life.",What a difference a day makes,Chungking Express,7.9,249.0,1994,https://www.imdb.com/title/tt0109424/
0,Comedy,11000,tt0115685,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.,Come as you are.,The Birdcage,6.7,303.0,1996,https://www.imdb.com/title/tt0115685/
0,Action Comedy Crime Thriller,9737,tt0112442,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",Whatcha gonna do?,Bad Boys,6.5,1729.0,1995,https://www.imdb.com/title/tt0112442/
0,Drama Crime,10474,tt0112461,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.,The true story of the death of innocence and the birth of an artist.,The Basketball Diaries,7.2,472.0,1995,https://www.imdb.com/title/tt0112461/
0,Drama,568,tt0112384,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.","Houston, we have a problem.",Apollo 13,7.3,1637.0,1995,https://www.imdb.com/title/tt0112384/
0,Adventure,11780,tt0114287,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",Honor made him a man. Courage made him a hero. History made him a legend.,Rob Roy,6.5,151.0,1995,https://www.imdb.com/title/tt0114287/
0,Drama Romance,649,tt0061395,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",Luis Bunuel's Masterpiece of Erotica!,Belle de Jour,7.3,163.0,1967,https://www.imdb.com/title/tt0061395/
0,Fantasy Comedy Family,8839,tt0112642,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.",Get an afterlife,Casper,6.0,1045.0,1995,https://www.imdb.com/title/tt0112642/
0,Action Thriller Drama,8963,tt0112740,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.",Danger runs deep.,Crimson Tide,7.0,508.0,1995,https://www.imdb.com/title/tt0112740/
0,Thriller Action Crime,8068,tt0112851,A gunslinger is embroiled in a war with a local drug runner.,"When the smoke clears, it just means he's reloading.",Desperado,6.8,898.0,1995,https://www.imdb.com/title/tt0112851/
0,Action Thriller,1572,tt0112864,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",Think fast. Look alive. Die hard.,Die Hard: With a Vengeance,6.9,2094.0,1995,https://www.imdb.com/title/tt0112864/
0,Action Adventure Drama Romance,6520,tt0113071,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",Their greatest battle would be for her love.,First Knight,5.9,319.0,1995,https://www.imdb.com/title/tt0113071/
0,Action Crime Thriller Drama,10428,tt0113243,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.","There is no right or wrong, only fun and boring",Hackers,6.2,406.0,1995,https://www.imdb.com/title/tt0113243/
0,Drama Crime,9344,tt0113540,"A controversial portrayal of teens in New York City which exposes a deeply disturbing world of sex and substance abuse. The film focuses on a sexually reckless, freckle-faced boy named Telly, whose goal is to have sex with as many different girls as he can. When Jenny, a girl who has had sex only once, tests positive for HIV, she knows she contracted the disease from Telly. When Jenny discovers that Telly's idea of ""safe sex"" is to only have sex with virgins, and is continuing to pass the disease onto other unsuspecting girls, Jenny makes it her business to try to stop him.",,Kids,6.8,280.0,1995,https://www.imdb.com/title/tt0113540/
0,Romance Comedy,2293,tt0113749,"Both dumped by their girlfriends, two best friends seek refuge in the local mall.",They're not there to shop. They're not there to work. They're just there.,Mallrats,6.8,400.0,1995,https://www.imdb.com/title/tt0113749/
0,Fantasy Horror Thriller,11980,tt0114194,"The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him.","On ancient ground, at the edge of the world, an evil born in heaven is about to be unleashed on earth.",The Prophecy,6.4,139.0,1995,https://www.imdb.com/title/tt0114194/
0,Crime Drama Science Fiction Thriller,281,tt0114558,"Set in the year 1999 during the last days of the old millennium, the movie tells the story of Lenny Nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he receives a disc which contains the memories of a murderer killing a prostitute. Lenny investigates and is pulled deeper and deeper in a whirl of blackmail, murder and rape. Will he survive and solve the case?",You know you want it.,Strange Days,6.8,334.0,1995,https://www.imdb.com/title/tt0114558/
0,Drama Romance,9560,tt0114887,World War II vet Paul Sutton falls for a pregnant and unwed woman who persuades him -- during their first encounter -- to pose as her husband so she can face her family.,A man in search. A woman in need. A story of fate.,A Walk in the Clouds,6.5,168.0,1995,https://www.imdb.com/title/tt0114887/
0,Adventure Action,9804,tt0114898,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.",Beyond the horizon lies the secret to a new beginning.,Waterworld,5.9,1017.0,1995,https://www.imdb.com/title/tt0114898/
0,Drama Romance,76,tt0112471,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.",Can the greatest romance of your life last only one night?,Before Sunrise,7.7,984.0,1995,https://www.imdb.com/title/tt0112471/
0,Comedy,11017,tt0112508,"Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business.",Billy is going back to school... Way back.,Billy Madison,6.2,464.0,1995,https://www.imdb.com/title/tt0112508/
0,Comedy,2292,tt0109445,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",Just because they serve you doesn't mean they like you.,Clerks,7.4,769.0,1994,https://www.imdb.com/title/tt0109445/
0,Romance Drama Comedy,1909,tt0112883,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,Don Juan DeMarco,6.3,184.0,1994,https://www.imdb.com/title/tt0112883/
0,Drama Thriller Crime Mystery Romance,8984,tt0109635,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",Sex Is Power.,Disclosure,5.9,217.0,1994,https://www.imdb.com/title/tt0109635/
0,Crime Drama Mystery,11929,tt0109642,"Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.","Sometimes, an accident can be an unhappy woman's best friend.",Dolores Claiborne,7.1,183.0,1995,https://www.imdb.com/title/tt0109642/
0,Comedy,8467,tt0109686,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.","What the one doesn't have, the other is missing.",Dumb and Dumber,6.5,1894.0,1994,https://www.imdb.com/title/tt0109686/
0,Comedy Drama History,522,tt0109707,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.","When it came to making bad movies, Ed Wood was the best.",Ed Wood,7.3,639.0,1994,https://www.imdb.com/title/tt0109707/
0,Comedy Romance,397,tt0113117,French Kiss is director Kasdan’s best film since the Bodyguard. The plot involves a couple in love and one woman’s attempt to fly to Paris to get her lover back from a business trip and marry him. On the way she unknowingly smuggles something of value that has a petty thief chasing her across France as she chases after her future husband.,,French Kiss,6.2,179.0,1995,https://www.imdb.com/title/tt0113117/
0,Romance Animation Family Comedy Adventure,15789,tt0113198,"Though Goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, Max. When Max's lighthearted prank on his high-school principal finally gets his longtime crush, Roxanne, to notice him, he asks her on a date. Max's trouble at school convinces Goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was Max's age, which throws a kink in his son's plans to impress Roxanne.",It's the story of a father who couldn't be closer...to driving his son crazy.,A Goofy Movie,6.7,404.0,1995,https://www.imdb.com/title/tt0113198/
0,Drama Fantasy,1024,tt0110005,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.",From a secret world no one could see... came a crime no one could believe.,Heavenly Creatures,6.9,299.0,1994,https://www.imdb.com/title/tt0110005/
0,Horror Romance,628,tt0110148,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",Drink from me and live forever,Interview with the Vampire,7.2,1558.0,1994,https://www.imdb.com/title/tt0110148/
